Rut Compañía;Compañía;Tipo;N° Patente;Marca;Modelo;Año;Color;Tipo de Siniestro/Perdida;Estado;Tipo operación;Fecha Operación;Monto Percibido M$
99147000-K;BCI SEGUROS GENERALES;1;CXDZ 55;FORD;EDGE SEL AWD 3.5 AUT;2011;GRIS PLATA;2;3;1;23-11-2016;7200
99147000-K;BCI SEGUROS GENERALES;1;CXPC 25;KIA MOTORS;MORNING EX 1.1;2011;PLATEADO PLATA TITAN;2;3;1;09-11-2016;1000
99147000-K;BCI SEGUROS GENERALES;3;CXPP 45;MERCEDES BENZ;ACTROS 1836LS;2011;BLANCO;2;3;1;30-11-2016;10000
99147000-K;BCI SEGUROS GENERALES;1;CXVR 24;HYUNDAI;ELANTRA GLS 1.6;2013;BLANCO;2;3;1;08-11-2016;4100
99147000-K;BCI SEGUROS GENERALES;1;CYJC 21;SUZUKI;ALTO GL2 800;2011;PLATEADO PLATA;2;3;1;15-11-2016;600
99147000-K;BCI SEGUROS GENERALES;1;CYJP 94;VOLVO;S60 PLUS;2011;PLATEADO METALIZADO;2;3;1;22-11-2016;5600
99147000-K;BCI SEGUROS GENERALES;1;CYSC 87;HYUNDAI;ELANTRA GLS 1.6;2012;BLANCO;2;3;1;29-11-2016;4850
99147000-K;BCI SEGUROS GENERALES;7;CYXG 73;CITROEN;BERLINGO 2 HDI 1.6;2011;BLANCO;2;3;1;29-11-2016;1700
99147000-K;BCI SEGUROS GENERALES;1;CZRZ 26;FORD;FOCUS CLX 1.6;2011;GRIS PLATEADO;2;3;1;15-11-2016;1600
99147000-K;BCI SEGUROS GENERALES;1;DBXR 72;CHEVROLET;CAPTIVA LS 2.0;2011;PLATEADO PLATA METAL;2;3;1;15-11-2016;3300
99147000-K;BCI SEGUROS GENERALES;2;DBYC 47;MAHINDRA;PIK UP XL 2.2;2011;BLANCO;2;3;1;29-11-2016;3000
99147000-K;BCI SEGUROS GENERALES;1;DCFP 49;KIA MOTORS;SPORTAGE LX GLS 2.0;2011;ROJO SIGNAL;2;3;1;30-11-2016;4500
99147000-K;BCI SEGUROS GENERALES;1;DCWX 35;KIA MOTORS;CERATO C EX 1.6;2011;PLATEADO PLATA TITAN;2;3;1;23-11-2016;3400
99147000-K;BCI SEGUROS GENERALES;1;DDBJ 73;CHEVROLET;SPARK GT HB LT 1.2;2011;NEGRO;2;3;1;29-11-2016;1800
99147000-K;BCI SEGUROS GENERALES;1;DDKB 75;MAZDA;3 1.6;2011;AZUL PETROLEO;2;3;1;16-11-2016;2400
99147000-K;BCI SEGUROS GENERALES;1;DDRD 49;KIA MOTORS;RIO JB EX 1.4;2011;PLATEADO PLATA TITAN;2;3;1;22-11-2016;2250
99147000-K;BCI SEGUROS GENERALES;1;DFSS 25;SSANGYONG;ACTYON SPORT 2.0;2011;NEGRO;2;3;1;29-11-2016;4300
99147000-K;BCI SEGUROS GENERALES;1;DFTY 66;AUDI;S5 SPORTBACK FSI 3.0 AUT;2011;GRIS CUARZO;2;3;1;29-11-2016;10550
99147000-K;BCI SEGUROS GENERALES;2;DGXJ 18;DONG FENG;RICH DCAB 4X4 3.2;2011;AZUL;2;3;1;30-11-2016;2100
99147000-K;BCI SEGUROS GENERALES;1;DHRS 91;VOLKSWAGEN;BORA TRENDLINE 2.0;2011;PLATEADO METALICO;2;3;1;09-11-2016;1700
99147000-K;BCI SEGUROS GENERALES;1;DHVW 26;KIA MOTORS;CERATO C SX 1.6 AT;2012;BLANCO INVIERNO;2;3;1;08-11-2016;2300
99147000-K;BCI SEGUROS GENERALES;7;DHZW 53;PEUGEOT;308 CONFORT 1.6;2012;GRIS ALUMINIUM;1;1;1;16-11-2016;20
99147000-K;BCI SEGUROS GENERALES;1;DJCP 67;CHEVROLET;SPARK LITE HB 1.0;2012;ROJO;2;3;1;29-11-2016;1600
99147000-K;BCI SEGUROS GENERALES;1;DJJZ 59;SUBARU;ALL NEW LEGACY XS AWD 2.0I AUT;2012;PLATEADO ACERO;2;3;1;22-11-2016;5050
99147000-K;BCI SEGUROS GENERALES;1;DJKF 67;KIA MOTORS;CERATO C SX 1.6;2012;PLATEADO BRILLANTE;1;1;1;27-10-2016;20
99147000-K;BCI SEGUROS GENERALES;2;DJPS 23;HYUNDAI;PORTER HR CRDI 2.5;2011;BLANCO;2;3;1;23-11-2016;3400
99147000-K;BCI SEGUROS GENERALES;1;DJPY 80;CHEVROLET;AVEO LT 1.4;2012;PLATEADO PLATA METAL;2;3;1;15-11-2016;2400
99147000-K;BCI SEGUROS GENERALES;2;DJVS 87;SSANGYONG;ACTYON SPORT 2.0;2012;PLATEADO;2;3;1;29-11-2016;3400
99147000-K;BCI SEGUROS GENERALES;1;DJXB 78;CITROEN;C3 SX 1.4;2012;GRIS ALUMINIUM;2;3;1;29-11-2016;2000
99147000-K;BCI SEGUROS GENERALES;1;DKHG 57;FIAT;LINEA ACTIVE 1.4;2012;GRIS BELTENEBROSO;2;3;1;29-11-2016;1200
99147000-K;BCI SEGUROS GENERALES;1;DKLR 30;KIA MOTORS;SPORTAGE EX FULL 4X4 2.0 AUT;2012;BLANCO INVIERNO;2;3;1;09-11-2016;4600
99147000-K;BCI SEGUROS GENERALES;1;DLDY 95;FORD;FIESTA 1.6;2012;GRIS VIOLETA;2;3;1;15-11-2016;2050
99147000-K;BCI SEGUROS GENERALES;1;DLWS 55;NISSAN;QASHQAI 1.6;2012;PLATEADO PLATA AZULA;2;3;1;29-11-2016;4950
99147000-K;BCI SEGUROS GENERALES;1;DRRR 27;CHEVROLET;AVEO LS NB 1.4;2012;GRIS URBAN;2;3;1;30-11-2016;2000
99147000-K;BCI SEGUROS GENERALES;1;DTJD 48;KIA MOTORS;RIO 3 UB EX 1.4;2012;PLATEADO PLATA BRILL;2;3;1;23-11-2016;3000
99147000-K;BCI SEGUROS GENERALES;1;DTKZ 52;KIA MOTORS;SPORTAGE EX FULL 4X4 2.0 AUT;2012;ROJO ORANGE;2;3;1;22-11-2016;4700
99147000-K;BCI SEGUROS GENERALES;1;DWRR 42;TOYOTA;COROLLA XLI 1.6;2012;BLANCO;2;3;1;08-11-2016;2800
99147000-K;BCI SEGUROS GENERALES;1;DWVR 62;CHEVROLET;SAIL LT 1.4;2012;ROJO;2;3;1;08-11-2016;2550
99147000-K;BCI SEGUROS GENERALES;7;DXZR 34;LAND ROVER;EVOQUE PURE SE 2.2;2012;VERDE GALWAY;2;3;1;08-11-2016;6000
99147000-K;BCI SEGUROS GENERALES;1;DYSW 11;BMW;116I SPORT 1.6 AUT;2012;BLANCO MINERAL;2;3;1;23-11-2016;4300
99147000-K;BCI SEGUROS GENERALES;1;DZLV 85;SUZUKI;SWIFT GLA 1.2;2012;BLANCO PERLA;2;3;1;30-11-2016;1400
99147000-K;BCI SEGUROS GENERALES;1;DZPC 57;KIA MOTORS;RIO 5 UB EX 1.4;2013;PLATEADO PLATA BRILL;2;3;1;23-11-2016;3100
99147000-K;BCI SEGUROS GENERALES;1;DZYK 71;CHEVROLET;AVEO LS 1.4;2012;PLATEADO PLATA METAL;2;3;1;09-11-2016;2700
99147000-K;BCI SEGUROS GENERALES;1;DZZP 57;SUZUKI;CELERIO GLX SPORT 1.0;2013;PLATEADO PLATA;2;3;1;23-11-2016;1500
99147000-K;BCI SEGUROS GENERALES;1;FBLB 26;KIA MOTORS;RIO 5 EX 1.4;2012;AZUL DEEP;2;3;1;29-11-2016;2200
99147000-K;BCI SEGUROS GENERALES;1;FBPR 23;NISSAN;VERSA ADVANCE 1.6;2013;ROJO METALICO;2;3;1;23-11-2016;2300
99147000-K;BCI SEGUROS GENERALES;1;FFPV 30;SSANGYONG;KORANDO 2.0;2013;BLANCO;2;3;1;22-11-2016;2000
99147000-K;BCI SEGUROS GENERALES;2;FFTG 65;TOYOTA;HILUX 2.5;2012;ROJO SUPER;2;3;1;16-11-2016;6800
99147000-K;BCI SEGUROS GENERALES;1;FFXG 59;CHEVROLET;CAPTIVA III LT FULL AWD 2.2 AT;2013;PLATEADO PLATA METAL;2;3;1;09-11-2016;6400
99147000-K;BCI SEGUROS GENERALES;1;FGHT 76;CHEVROLET;ORLANDO LS 2.0;2013;GRIS ACERO;2;3;1;15-11-2016;3800
99147000-K;BCI SEGUROS GENERALES;1;FGWK 87;MITSUBISHI;MONTERO SPORT G2 2.5;2013;ROJO BURDEO METALIZA;2;3;1;29-11-2016;5800
99147000-K;BCI SEGUROS GENERALES;1;FHFK 85;JEEP;WRANGLER UNL SAHARA 4X4 2.8 AU;2013;NEGRO;2;3;1;29-11-2016;8800
99147000-K;BCI SEGUROS GENERALES;1;FHJJ 13;HYUNDAI;ELANTRA GLS 1.6;2013;GRIS GRAFITO;2;3;1;29-11-2016;5600
99147000-K;BCI SEGUROS GENERALES;1;FJFG 83;HYUNDAI;I 10 GLS 1.1;2013;GRIS GRAFITO;2;3;1;15-11-2016;2500
99147000-K;BCI SEGUROS GENERALES;1;FJVS 70;CHEVROLET;SPARK GT II LT FULL 1.2;2013;BLANCO;2;3;1;22-11-2016;2650
99147000-K;BCI SEGUROS GENERALES;2;FKCT 72;NISSAN;TERRANO 4X4 2.5;2013;ROJO;2;3;1;29-11-2016;4700
99147000-K;BCI SEGUROS GENERALES;1;FLRX 16;HYUNDAI;NEW TUCSON GL 2.0 AUT;2013;GRIS;2;3;1;23-11-2016;6000
99147000-K;BCI SEGUROS GENERALES;1;FPPT 83;VOLKSWAGEN;TIGUAN 4X4 2.0 AT;2013;PLATEADO PLATA REFLE;2;3;1;23-11-2016;7200
99147000-K;BCI SEGUROS GENERALES;2;FPXF 26;MITSUBISHI;L200 KATANA 2.5;2013;ROJO;2;3;1;16-11-2016;5900
99147000-K;BCI SEGUROS GENERALES;1;FRKD 45;HYUNDAI;I10 FL GLS 1.1;2013;BLANCO;2;3;1;08-11-2016;2450
99147000-K;BCI SEGUROS GENERALES;1;FSDR 96;VOLVO;S60 T5 R DESIGN;2013;NEGRO ZAFIRO METAL;2;3;1;29-11-2016;6000
99147000-K;BCI SEGUROS GENERALES;1;FSFZ 90;HYUNDAI;ACCENT RB GLS 1.4;2013;ROJO BURDEO;2;3;1;29-11-2016;4500
99147000-K;BCI SEGUROS GENERALES;1;FTPG 48;HONDA;FIT LX 1.3;2014;GRIS GRAFITO;2;3;1;08-11-2016;2700
99147000-K;BCI SEGUROS GENERALES;1;FTXJ 98;KIA MOTORS;SPORTAGE LX 2.0;2013;PLATEADO PLATA MINER;1;3;1;29-11-2016;1200
99147000-K;BCI SEGUROS GENERALES;1;FVFS 12;CHEVROLET;AVEO LS 1.4;2013;PLATEADO PLATA METAL;2;3;1;08-11-2016;2500
99147000-K;BCI SEGUROS GENERALES;1;FVHP 83;HYUNDAI;ACCENT RB GL 1.4;2013;BLANCO;2;3;1;23-11-2016;2800
99147000-K;BCI SEGUROS GENERALES;1;FVJH 60;KIA MOTORS;MORNING EX 1.2 AUT;2013;NEGRO GALAXIA;2;3;1;16-11-2016;2300
99147000-K;BCI SEGUROS GENERALES;1;FVYJ 29;HONDA;PILOT EX L 3.5 AUT;2013;GRIS GRAFITO;2;3;1;29-11-2016;4600
99147000-K;BCI SEGUROS GENERALES;1;FWTD 64;RENAULT;MEGANE III HB DYNAMIQUE 2.0;2013;BLANCO GLACIER;2;3;1;08-11-2016;2700
99147000-K;BCI SEGUROS GENERALES;7;FXCG 66;CITROEN;BERLINGO B9 HDI 1.6;2013;BLANCO;2;3;1;09-11-2016;3400
99147000-K;BCI SEGUROS GENERALES;1;FXSV 53;MAZDA;3 SPORT V 1.6;2013;PLATEADO;2;3;1;09-11-2016;3200
99147000-K;BCI SEGUROS GENERALES;1;FYGD 76;SSANGYONG;KORANDO 4X4 2.0;2014;PLATEADO PLATA;2;3;1;16-11-2016;4200
99147000-K;BCI SEGUROS GENERALES;1;FYRG 53;PEUGEOT;208 ALLURE 1.2;2014;GRIS ALUMINIUM;2;3;1;30-11-2016;4000
99147000-K;BCI SEGUROS GENERALES;1;FYZS 98;CHEVROLET;SPARK LITE HB 1.0;2014;GRIS TITANIO;2;3;1;29-11-2016;1850
99147000-K;BCI SEGUROS GENERALES;1;FZDV 78;BYD;S6 GS I 2.0;2014;NEGRO;2;3;1;15-11-2016;3000
99147000-K;BCI SEGUROS GENERALES;1;FZJV 56;KIA MOTORS;MORNING EX 1.2 AUT;2014;PLATEADO PLATA BRILL;2;3;1;29-11-2016;3300
99147000-K;BCI SEGUROS GENERALES;1;FZZY 10;CHEVROLET;SPARK GT II LT 1.2;2014;GRIS TITANIO;2;3;1;15-11-2016;2500
99147000-K;BCI SEGUROS GENERALES;2;GBRH 14;SSANGYONG;ACTYON SPORT FULL 2.0;2014;PLATEADO;2;3;1;29-11-2016;3700
99147000-K;BCI SEGUROS GENERALES;1;GCDJ 47;CHEVROLET;SPARK GT II LT 1.2;2014;GRIS TITANIO;2;3;1;09-11-2016;1600
99147000-K;BCI SEGUROS GENERALES;2;GCPF 27;NISSAN;NAVARA DCAB SE 4X4 2.5;2014;ROJO INTENSO;2;3;1;16-11-2016;4000
99147000-K;BCI SEGUROS GENERALES;1;GCTD 76;MAHINDRA;XUV500 FULL CRDE 2.2;2014;PLATEADO PLATA LUNA;2;3;1;23-11-2016;6000
99147000-K;BCI SEGUROS GENERALES;2;GDBT 88;TOYOTA;HILUX D CAB 2.5;2014;GRIS METALICO;2;3;1;15-11-2016;4800
99147000-K;BCI SEGUROS GENERALES;1;GFCW 53;KIA MOTORS;RIO 5 UB EX 1.4;2014;PLATEADO BRILLANTE;2;3;1;09-11-2016;2000
99147000-K;BCI SEGUROS GENERALES;1;GGCS 27;HYUNDAI;I 10 GLS 1.1;2014;BLANCO;2;3;1;29-11-2016;1600
99147000-K;BCI SEGUROS GENERALES;1;GGDJ 32;HYUNDAI;EON GL 800 CC;2014;ROJO METALICO;2;3;1;08-11-2016;1650
99147000-K;BCI SEGUROS GENERALES;1;GGPB 16;SUZUKI;ALTO GL 800 CC;2014;BLANCO;2;3;1;09-11-2016;1200
99147000-K;BCI SEGUROS GENERALES;1;GGPV 79;SUZUKI;SWIFT GA HB 1.2;2014;GRIS METALICO;2;3;1;29-11-2016;1500
99147000-K;BCI SEGUROS GENERALES;1;GGVX 54;HYUNDAI;I 10 GLS 1.1;2014;AZUL;2;3;1;29-11-2016;1750
99147000-K;BCI SEGUROS GENERALES;1;GGVX 76;HYUNDAI;ACCENT RB GL 1.4;2014;BLANCO;2;3;1;22-11-2016;2300
99147000-K;BCI SEGUROS GENERALES;1;GGYV 42;HONDA;NEW CR V LX 2.4 AUT;2014;GRIS PLATA;2;3;1;29-11-2016;4600
99147000-K;BCI SEGUROS GENERALES;3;GJJX 87;CHEVROLET;NKR 612 E4;2014;BLANCO;2;3;1;27-10-2016;5500
99147000-K;BCI SEGUROS GENERALES;1;GJLW 33;HYUNDAI;I30 GLS 1.8 AUT;2014;NEGRO;2;3;1;22-11-2016;3700
99147000-K;BCI SEGUROS GENERALES;2;GKDJ 31;CHEVROLET;D MAX II 4WD 2.5;2015;GRIS MINERAL METALIC;2;3;1;23-11-2016;5400
99147000-K;BCI SEGUROS GENERALES;1;GKVY 56;PEUGEOT;208 ACTIVE 1.2;2014;BLANCO BANQUISE;1;3;1;29-11-2016;1450
99147000-K;BCI SEGUROS GENERALES;7;GLZR 27;TOYOTA;HIACE 3.0;2014;BLANCO;2;3;1;22-11-2016;6700
99147000-K;BCI SEGUROS GENERALES;1;GPDH 27;SUZUKI;CELERIO GA HB 1.0;2014;AZUL PERLADO;2;3;1;23-11-2016;1200
99147000-K;BCI SEGUROS GENERALES;1;GRXL 27;KIA MOTORS;SOUL EX FULL 1.6 AT;2015;PLATEADO BRILLANTE;2;3;1;08-11-2016;6000
99147000-K;BCI SEGUROS GENERALES;1;GRXR 28;MITSUBISHI;MONTERO SPORT GLS 4X4 2.5 AUT;2015;GRIS PLATA;2;3;1;29-11-2016;6500
99147000-K;BCI SEGUROS GENERALES;1;GSPJ 55;KIA MOTORS;SPORTAGE LX 2.0;2015;AZUL VINTAGE;2;3;1;09-11-2016;5000
99147000-K;BCI SEGUROS GENERALES;1;GTGK 38;MAZDA;2 SPORT 1.5 AT;2014;GRIS GRAFITO;2;3;1;29-11-2016;3700
99147000-K;BCI SEGUROS GENERALES;1;GTZP 71;PEUGEOT;208 ALLURE HDI 1.4;2015;GRIS SHARK;2;3;1;29-11-2016;3300
99147000-K;BCI SEGUROS GENERALES;7;GVCC 80;HAIMA;FSTAR CARGO VAN 1.0;2014;BLANCO;2;3;1;23-11-2016;800
99147000-K;BCI SEGUROS GENERALES;1;GVCP 54;KIA MOTORS;RIO 3 EX 1.4;2014;AZUL DEEP;2;3;1;29-11-2016;3450
99147000-K;BCI SEGUROS GENERALES;1;GVHP 98;TOYOTA;YARIS SPORT GLE 1.5;2015;NEGRO MICA METALICO;2;3;1;09-11-2016;3600
99147000-K;BCI SEGUROS GENERALES;2;GVLP 69;DONGFENG;DF 2900 DCAB 1.1;2014;BLANCO;2;3;1;29-11-2016;1600
99147000-K;BCI SEGUROS GENERALES;2;GVLR 76;MITSUBISHI;L200 KATANA DCAB CR 2.5;2014;ROJO;2;3;1;08-11-2016;5550
99147000-K;BCI SEGUROS GENERALES;1;GWDJ 60;PEUGEOT;208 ALLURE HDI 1.4;2015;BLANCO BANQUISE;2;3;1;08-11-2016;4050
99147000-K;BCI SEGUROS GENERALES;1;GWXL 94;HYUNDAI;ELANTRA GLS 1.6 AUT;2015;BLANCO;2;3;1;15-11-2016;3750
99147000-K;BCI SEGUROS GENERALES;1;GXBB 40;SUZUKI;SX4 GLX 1.6;2015;BLANCO PERLA;2;3;1;08-11-2016;2750
99147000-K;BCI SEGUROS GENERALES;1;GXBZ 59;AUDI;A3 TFSI 1.4 AT;2015;PLATEADO PLATA HIELO;2;3;1;23-11-2016;6800
99147000-K;BCI SEGUROS GENERALES;1;GXHX 61;CHRYSLER;300C 3.6 AUT;2015;GRIS PLATA;2;3;1;29-11-2016;5800
99147000-K;BCI SEGUROS GENERALES;1;GXKP 64;KIA MOTORS;RIO 5 EX 1.4 AT;2015;PLATEADO BRILLANTE;2;3;1;08-11-2016;2600
99147000-K;BCI SEGUROS GENERALES;1;GXTJ 31;MAHINDRA;XUV 500 2.2;2015;BLANCO SATIN;2;3;1;23-11-2016;4600
99147000-K;BCI SEGUROS GENERALES;1;GYDC 21;KIA MOTORS;NEW CERATO 5 SX 1.6;2015;BLANCO INVIERNO;2;3;1;29-11-2016;4600
99147000-K;BCI SEGUROS GENERALES;2;GYGG 65;SSANGYONG;NEW ACTYON SPORT 2.0;2015;GRIS GRAFITO;2;3;1;09-11-2016;2600
99147000-K;BCI SEGUROS GENERALES;1;GZGJ 52;HYUNDAI;I10 GLS 1.2;2015;PLATEADO;2;3;1;29-11-2016;2800
99147000-K;BCI SEGUROS GENERALES;1;HBLR 49;PEUGEOT;308 FELINE E HDI 1.6;2015;BLANCO;2;3;1;29-11-2016;5850
99147000-K;BCI SEGUROS GENERALES;1;HBPL 90;KIA MOTORS;SPORTAGE LX 4X4 2.0;2015;PLATEADO BRILLANTE;2;3;1;16-11-2016;4600
99147000-K;BCI SEGUROS GENERALES;1;HBPV 76;KIA MOTORS;CERATO SX 1.6;2015;PLATEADO PLATA BRILL;2;3;1;08-11-2016;5050
99147000-K;BCI SEGUROS GENERALES;1;HBYH 20;FORD;FUSION 2.0 AUT;2015;GRIS METALICO;2;3;1;16-11-2016;5600
99147000-K;BCI SEGUROS GENERALES;1;HCHP 23;NISSAN;MARCH SPORT SENSE 1.6;2015;ROJO;2;3;1;09-11-2016;2900
99147000-K;BCI SEGUROS GENERALES;1;HCRK 15;JAGUAR;F TYPE CABRIO 3.0;2015;GRIS STRATUS;2;3;1;29-11-2016;22800
99147000-K;BCI SEGUROS GENERALES;1;HDKP 21;HYUNDAI;ACCENT RB GL 1.6;2015;GRIS GRAFITO;2;3;1;16-11-2016;1600
99147000-K;BCI SEGUROS GENERALES;1;HDSK 90;SUBARU;XV AWD CVT 2.0;2015;BLANCO SATIN PERLADO;2;3;1;29-11-2016;3600
99147000-K;BCI SEGUROS GENERALES;7;HDWR 73;PEUGEOT;BOXER HDI 2.2;2015;BLANCO BANQUISE;2;3;1;08-11-2016;11000
99147000-K;BCI SEGUROS GENERALES;1;HGRD 51;HYUNDAI;SANTA FE GLS 2.4;2015;PLATEADO PLATA TITAN;2;3;1;15-11-2016;5600
99147000-K;BCI SEGUROS GENERALES;2;HGRT 55;MAHINDRA;PIK UP XL DCAB 2.2;2015;PLATEADO;2;3;1;23-11-2016;2000
99147000-K;BCI SEGUROS GENERALES;2;HHCS 90;KIA MOTORS;FRONTIER 2.5;2015;BLANCO INVIERNO;2;3;1;23-11-2016;7100
99147000-K;BCI SEGUROS GENERALES;1;HHDZ 86;KIA MOTORS;RIO 5 EX 1.4;2015;BLANCO INVIERNO;2;3;1;08-11-2016;3200
99147000-K;BCI SEGUROS GENERALES;1;HHHG 71;MAZDA;NEW 3 2.0;2015;GRIS GRAFITO;2;3;1;29-11-2016;4000
99147000-K;BCI SEGUROS GENERALES;1;HHVL 89;AUDI;A5 COUPE TFSI 1.8;2015;GRIS DAKOTA;2;3;1;29-11-2016;10100
99147000-K;BCI SEGUROS GENERALES;1;HJDC 83;FORD;NEW FOCUS 2.0;2016;NEGRO TUXEDO;2;3;1;08-11-2016;2350
99147000-K;BCI SEGUROS GENERALES;1;HJGC 32;CHEVROLET;SAIL II 1.4;2015;AZUL METALICO;2;3;1;22-11-2016;2150
99147000-K;BCI SEGUROS GENERALES;7;HJHZ 76;MAHINDRA;NEW SCORPIO SUV CRDE 2.2;2015;ROJO;2;3;1;08-11-2016;3550
99147000-K;BCI SEGUROS GENERALES;2;HJJV 36;FORD;NEW RANGER DCAB XL 3.2;2015;BLANCO;2;3;1;29-11-2016;6100
99147000-K;BCI SEGUROS GENERALES;1;HJSZ 96;JAC;S5 VVT 2.0;2015;NEGRO;1;1;1;27-10-2016;200
99147000-K;BCI SEGUROS GENERALES;1;HJTP 59;NISSAN;VERSA SENSE 1.6;2016;GRIS AMATISTA;1;1;1;12-10-2016;1400
99147000-K;BCI SEGUROS GENERALES;1;HKWB 53;KIA MOTORS;SORENTO EX 2.2 AUT;2016;PLATEADO SUAVE;2;3;1;16-11-2016;9800
99147000-K;BCI SEGUROS GENERALES;1;HKWY 97;KIA MOTORS;CERATO 5 SX 1.6;2016;ROJO RACING;2;3;1;09-11-2016;5400
99147000-K;BCI SEGUROS GENERALES;2;HKZR 26;VOLKSWAGEN;SAVEIRO 1.6;2016;BLANCO CANDY;2;3;1;08-11-2016;2850
99147000-K;BCI SEGUROS GENERALES;1;HLKC 65;CHEVROLET;SAIL CLASSIC LT 1.4;2016;AZUL METALICO;2;3;1;23-11-2016;2600
99147000-K;BCI SEGUROS GENERALES;1;HLXP 17;NISSAN;QASHQAI 4X4 CVT 2.0;2016;VIOLETA MORADA SOMBR;2;3;1;09-11-2016;8200
99147000-K;BCI SEGUROS GENERALES;1;HLZK 55;HYUNDAI;ACCENT RB GL 1.4;2016;BLANCO;2;3;1;29-11-2016;4000
99147000-K;BCI SEGUROS GENERALES;1;HPGC 26;DFSK;VAN XL 1.3;2016;BLANCO;2;3;1;08-11-2016;1800
99147000-K;BCI SEGUROS GENERALES;1;HPGC 66;KIA MOTORS;MORNING EX 1.2 AT;2016;PLATEADO PLATA TITAN;2;3;1;15-11-2016;2000
99147000-K;BCI SEGUROS GENERALES;1;HPGD 73;KIA MOTORS;MORNING EX 1.0;2016;PLATEADO PLATA TITAN;2;3;1;09-11-2016;2700
99147000-K;BCI SEGUROS GENERALES;2;HPJR 55;SSANGYONG;NEW ACTYON 2.0;2016;PLATEADO;1;3;1;29-11-2016;1550
99147000-K;BCI SEGUROS GENERALES;7;HRBB 79;MAHINDRA;NEW SCORPIO SUV CRDE 2.2;2016;BLANCO;2;3;1;23-11-2016;4500
99147000-K;BCI SEGUROS GENERALES;7;HRCL 16;RENAULT;DOKKER III 1.5;2016;BLANCO GLACIER;2;3;1;15-11-2016;2500
99147000-K;BCI SEGUROS GENERALES;1;HRCZ 48;FORD;ECOSPORT TITANIUM 1.6;2016;ROJO MERLOT;2;3;1;29-11-2016;3850
99147000-K;BCI SEGUROS GENERALES;1;HRFY 74;HYUNDAI;VELOSTER GLS 1.6;2016;AMARILLO;2;3;1;08-11-2016;3650
99147000-K;BCI SEGUROS GENERALES;1;HRGW 77;CHEVROLET;SAIL 1.4;2016;PLATEADO;2;3;1;22-11-2016;2200
99147000-K;BCI SEGUROS GENERALES;1;HRJG 82;KIA MOTORS;RIO 4 EX 1.4 AUT;2016;PLATEADO PLATA BRILL;2;3;1;29-11-2016;3800
99147000-K;BCI SEGUROS GENERALES;1;HRTB 27;KIA MOTORS;RIO 5 EX 1.4;2016;PLATEADO BRILLANTE;2;3;1;09-11-2016;4400
99147000-K;BCI SEGUROS GENERALES;1;HSFL 87;CHEVROLET;AVEO 1.4;2016;AZUL CLARO METALICO;2;3;1;23-11-2016;2900
99147000-K;BCI SEGUROS GENERALES;1;HSFS 54;CITROEN;C3 SX 1.2;2016;GRIS SHARK;2;3;1;23-11-2016;4100
99147000-K;BCI SEGUROS GENERALES;1;HSKS 93;VOLKSWAGEN;GOL POWER 1.6;2016;PLATEADO PLATA SIRIU;2;3;1;22-11-2016;2200
99147000-K;BCI SEGUROS GENERALES;2;HTGK 86;MITSUBISHI;L200 WORK 2.4;2016;PLATEADO;2;3;1;09-11-2016;4900
99147000-K;BCI SEGUROS GENERALES;2;HVBD 89;FIAT;STRADA TREKKING DCAB 1.4;2016;GRIS BARI;2;3;1;09-11-2016;4300
99147000-K;BCI SEGUROS GENERALES;1;HVBK 53;PEUGEOT;208 ALLURE HDI 1.4;2016;GRIS SHARK;2;3;1;09-11-2016;4800
99147000-K;BCI SEGUROS GENERALES;1;HVGF 82;TOYOTA;RAV 4 2.0 AUT;2016;GRIS OSCURO METALICO;2;3;1;29-11-2016;5000
99147000-K;BCI SEGUROS GENERALES;1;HVHR 32;VOLKSWAGEN;GOL TRENDLINE 1.6;2016;NEGRO NINJA;2;3;1;23-11-2016;2400
99147000-K;BCI SEGUROS GENERALES;1;HVRW 99;KIA MOTORS;MORNING EX 1.2;2016;ROJO SIGNAL;2;3;1;09-11-2016;3200
99147000-K;BCI SEGUROS GENERALES;7;HVTC 43;CITROEN;BERLINGO 1.6;2016;BLANCO;2;3;1;22-11-2016;4500
99147000-K;BCI SEGUROS GENERALES;2;HVWZ 44;NISSAN;NP300 DCAB 4X4 2.3;2016;BLANCO;2;3;1;29-11-2016;6600
99147000-K;BCI SEGUROS GENERALES;7;HYJB 24;PEUGEOT;PARTNER HDI 1.6;2016;BLANCO BANQUISE;2;3;1;15-11-2016;3700
99147000-K;BCI SEGUROS GENERALES;7;HYJB 28;PEUGEOT;PARTNER HDI 1.6;2016;BLANCO BANQUISE;2;3;1;15-11-2016;2500
99147000-K;BCI SEGUROS GENERALES;1;HYTD 51;NISSAN;QASHQAI ADVANCE 2.0;2016;NEGRO PERLA;2;3;1;23-11-2016;5800
99147000-K;BCI SEGUROS GENERALES;1;HYVW 10;SUBARU;XV AWD 1.6I AUT;2016;GRIS OSCURO METALICO;2;3;1;22-11-2016;5150
99147000-K;BCI SEGUROS GENERALES;1;HZTH 63;MERCEDES BENZ;GLE 400 SPORT;2016;GRIS;2;3;1;15-11-2016;12500
99147000-K;BCI SEGUROS GENERALES;1;JBLS 59;SUBARU;IMPREZA SPORT XS AWD 2.0I AT;2016;PLATEADO HIELO CLARO;2;3;1;29-11-2016;3000
